"Country","Year","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Korea, South","2018","139","40","126","11","5140","192","116","28","23","282","822","39","164","22","638","97","33","62","40","35","10","441","286","275","52","24","87","7","23","112","14","1397","27","1635","270","7","173","79","140","424","3","21","45","3","110","784","45","4","725","492","5","47","0"
"Kosovo","2018","0","0","7","0","16","0","25","0","0","36","12","0","0","0","25","0","6","0","6","0","0","3","11","25","6","0","9","0","0","0","0","23","0","161","0","0","8","5","0","10","0","0","0","0","4","18","0","0","7","0","0","11","0"
"Kuwait","2018","4","0","5","5","111","6","7","4","0","47","23","0","0","0","54","9","0","0","11","15","6","15","29","46","7","5","8","0","0","6","0","36","3","48","20","0","28","4","5","22","0","0","5","0","18","95","4","0","30","15","0","10","0"
"Kyrgyzstan","2018","0","5","4","0","69","0","5","0","0","37","4","0","0","3","47","3","0","0","3","0","0","4","25","0","9","0","5","0","0","6","0","19","0","67","9","0","12","3","14","25","0","3","6","0","0","26","0","0","13","35","0","0","0"
"Laos","2018","5","29","9","50","533","18","26","0","0","55","39","0","8","5","23","4","56","40","7","5","3","3","29","37","312","0","14","3","9","11","18","6","0","25","75","0","28","26","39","21","0","39","8","0","50","44","14","0","17","44","0","222","0"
"Latvia","2018","0","5","4","0","45","6","4","3","4","46","7","0","0","0","20","4","0","0","0","0","0","4","17","3","0","0","4","0","0","0","0","22","0","30","7","0","7","0","5","9","0","0","0","0","4","3","0","0","9","12","0","13","0"
"Lebanon","2018","7","0","25","0","418","5","26","0","4","170","32","0","3","0","53","16","4","16","19","13","0","16","172","548","9","0","14","0","3","12","10","55","0","105","32","0","122","20","21","43","0","12","21","0","26","150","3","0","72","20","0","6","0"
"Liberia","2018","6","0","37","3","66","13","18","36","4","35","112","0","0","0","30","34","103","3","47","4","0","148","106","36","279","0","35","0","9","9","10","273","0","120","120","44","83","11","15","507","0","112","15","24","18","111","4","0","59","9","4","11","0"
"Libya","2018","0","0","14","0","43","7","7","0","0","21","6","0","0","0","11","3","0","3","4","3","0","0","10","15","0","0","9","0","0","6","0","10","0","9","11","0","22","3","4","8","0","0","0","0","5","22","0","0","12","12","7","5","0"
"Lithuania","2018","0","0","4","0","45","8","17","0","0","69","19","0","0","0","252","5","0","0","0","0","3","0","20","8","4","0","5","0","0","0","0","57","0","62","7","0","20","0","0","22","0","5","5","0","0","10","0","0","14","6","0","6","0"
"Macau","2018","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"Malawi","2018","0","0","0","0","7","0","0","0","0","5","0","0","0","0","3","12","0","3","0","0","3","14","5","3","0","0","4","0","0","0","0","3","0","5","6","0","3","4","0","3","0","0","0","0","4","12","0","0","3","0","0","0","0"
"Malaysia","2018","7","0","18","7","329","22","11","0","0","46","39","0","6","4","38","10","8","15","7","10","0","20","33","26","23","3","19","0","10","8","4","47","4","256","22","0","23","29","17","32","0","4","4","0","9","107","0","0","32","42","3","12","0"
"Mali","2018","0","0","0","0","4","7","0","0","0","9","6","0","0","0","7","11","0","3","0","0","0","27","0","9","3","0","0","0","3","0","0","15","0","122","19","0","32","0","0","50","0","5","0","0","4","21","0","0","4","7","0","0","0"
"Mauritania","2018","0","0","0","0","0","7","3","0","0","0","4","0","0","0","6","4","0","0","15","7","0","0","7","0","0","0","0","0","0","0","0","0","0","45","0","0","83","0","0","14","0","0","0","0","14","4","0","0","10","0","0","0","0"
"Mauritius","2018","0","0","0","0","10","0","5","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","12","0","0","4","0","0","5","0","0","0","0","0","7","0","0","0","0","0","0","0"
"Mexico","2018","360","67","6052","716","53523","2327","297","148","32","3643","1869","4","49","808","6793","1082","650","1133","316","286","18","284","260","973","571","215","592","31","641","2282","42","894","2346","1779","1639","30","531","1214","1985","627","61","59","419","30","767","27330","960","6","578","2662","40","1011","76"
"Moldova","2018","17","14","11","4","328","21","11","3","0","149","47","0","3","0","148","8","0","3","0","17","3","24","95","13","33","0","22","5","0","16","4","29","5","93","54","4","37","8","72","61","0","0","14","0","16","26","7","11","44","169","0","8","6"
"Montenegro","2018","0","0","0","0","14","0","6","0","0","6","0","0","0","0","14","0","0","0","0","0","0","0","3","34","0","0","0","0","0","0","0","9","0","107","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mongolia","2018","0","0","4","0","143","34","0","0","0","5","0","0","0","3","75","4","0","0","0","0","0","8","0","3","4","0","11","0","3","5","0","7","0","6","5","0","3","0","0","4","0","0","0","0","5","6","5","0","79","19","0","4","0"
"Morocco","2018","11","0","14","7","157","44","74","10","17","353","50","0","0","3","72","22","11","6","21","9","0","39","334","39","26","6","14","0","4","10","9","167","11","274","104","0","89","28","5","151","0","13","19","0","17","125","0","4","206","29","6","11","0"
"Nepal","2018","21","6","35","9","534","169","70","12","7","75","87","0","3","15","90","30","35","45","118","20","0","206","281","56","70","0","40","0","69","17","68","88","9","718","150","10","468","37","41","338","0","12","12","19","30","570","23","35","375","90","4","54","4"
"Netherlands","2018","0","0","17","0","157","22","12","0","0","94","23","0","4","6","24","8","5","3","0","6","4","14","31","37","6","3","5","0","0","7","8","26","0","49","22","0","25","5","24","30","0","0","11","0","8","52","5","3","34","19","0","16","0"
"New Zealand","2018","4","0","15","4","143","34","6","0","0","23","6","0","9","4","7","0","3","0","5","0","3","6","22","6","8","3","10","5","0","8","3","9","7","28","12","0","8","6","21","17","0","0","3","0","12","35","17","0","14","27","0","0","0"
"Nicaragua","2018","10","3","18","11","941","11","25","0","10","2050","59","0","0","5","30","20","9","6","6","79","0","78","16","12","10","10","15","0","5","38","0","113","5","142","55","0","19","4","10","22","6","0","14","0","22","215","8","0","80","23","0","25","0"
"Niger","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","7","3","5","0","0","0","0","4","0","0","0","0","20","17","0","7","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nigeria","2018","44","9","56","15","694","52","82","51","46","305","600","0","3","5","379","253","27","39","38","45","4","708","261","137","153","15","76","0","22","27","19","499","12","699","215","9","210","70","33","238","0","62","44","5","98","1731","14","5","160","53","14","45","4"
"Norway","2018","0","0","0","0","19","0","0","0","0","13","3","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","3","0","0","0","5","0","0","0","0","0","0","3","0","0","0","0","0","0","7","0","0","5","6","0","0","0"
"Pakistan","2018","52","0","50","29","1138","36","190","37","17","427","255","0","10","5","663","92","20","61","43","77","3","311","249","280","69","12","93","4","15","49","18","793","24","1779","209","0","163","78","31","372","0","22","31","5","81","1493","35","4","681","121","14","74","6"
"Panama","2018","9","0","21","8","113","5","7","0","3","300","68","0","0","0","26","11","4","7","11","9","0","26","27","8","8","7","11","0","8","14","5","49","0","177","47","0","18","8","5","20","15","6","14","0","21","109","7","0","49","13","0","4","3"
"Paraguay","2018","0","0","4","0","31","0","14","0","0","76","6","0","0","0","0","0","0","0","0","0","0","13","8","0","0","0","3","0","0","0","0","36","0","134","7","0","0","0","3","5","3","0","0","0","0","16","0","0","11","0","0","0","0"
"Peru","2018","26","12","75","19","1351","94","335","10","32","2494","217","0","9","24","121","46","20","23","36","19","9","226","165","31","28","5","39","3","19","78","16","1291","23","1232","159","0","105","38","51","120","27","19","44","3","36","418","163","10","478","84","8","38","5"
"Poland","2018","8","7","40","4","290","55","451","8","6","351","39","0","3","4","1834","35","7","3","7","6","6","31","211","138","17","6","27","0","10","38","11","858","12","1128","56","5","52","16","19","203","0","27","19","0","19","92","10","6","49","43","3","52","0"
"Portugal","2018","0","0","4","0","183","3","109","0","4","94","10","0","3","7","6","0","0","0","0","0","0","9","507","5","0","0","0","0","0","3","11","540","0","193","11","0","0","0","0","47","0","167","9","0","0","19","0","0","28","7","0","0","0"
"Philippines","2018","145","485","498","94","15871","211","266","83","41","2103","278","690","1389","85","1592","259","106","150","158","148","54","599","255","385","159","76","227","49","57","1219","55","1886","144","2170","463","23","427","163","338","507","0","50","212","23","174","1773","93","20","913","970","50","161","24"
"Qatar","2018","0","0","0","0","10","0","0","0","0","6","5","0","0","0","4","0","0","0","0","0","0","3","0","8","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","19","0","0","5","3","0","0","0"
"Romania","2018","15","4","86","12","392","42","40","9","11","362","116","0","4","12","299","32","13","6","9","16","9","30","68","198","15","4","27","4","8","31","20","105","9","253","75","0","104","5","84","88","0","6","30","0","28","143","10","3","95","114","5","23","6"
"Russia","2018","23","35","50","12","1146","120","79","18","14","653","118","0","15","18","181","41","23","18","31","18","22","105","260","75","67","4","66","10","9","67","24","352","14","846","114","3","141","32","155","224","0","12","74","0","52","209","29","10","185","315","4","55","0"
"Rwanda","2018","0","0","15","0","13","11","3","0","0","4","4","0","0","8","8","7","15","0","14","0","11","10","14","17","4","0","3","0","0","0","7","0","0","20","12","4","25","0","6","18","0","0","0","0","6","42","8","0","6","9","0","0","0"
"Saint Kitts and Nevis","2018","0","0","0","0","0","0","8","6","0","71","14","0","0","0","0","0","0","0","0","0","0","5","16","0","0","0","0","0","0","0","0","13","0","51","9","0","0","0","0","5","5","0","0","0","0","9","0","0","9","0","0","0","0"
"Saint Lucia","2018","0","0","0","0","11","3","34","0","0","90","12","0","0","0","0","0","0","0","0","4","0","11","16","5","3","0","0","0","0","0","0","48","0","242","6","0","7","0","0","13","0","0","0","0","0","36","0","0","3","0","0","0","0"
"Saint Vincent and the Grenadines","2018","0","0","3","0","6","0","0","0","0","42","10","0","0","0","0","0","0","0","0","3","0","7","15","0","0","0","0","0","0","0","0","22","0","236","7","0","0","0","0","20","0","0","0","0","3","0","0","0","6","0","0","0","0"
"Samoa","2018","0","8","0","0","59","0","0","0","0","3","4","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","3","0","18","0","0","19","0","0","0"
"Saudi Arabia","2018","5","0","19","0","148","6","10","0","0","69","19","0","0","0","71","13","4","12","8","8","5","11","15","54","25","3","12","0","3","5","0","45","0","70","26","0","39","9","10","26","0","3","4","0","9","109","0","0","56","18","0","13","0"
"Senegal","2018","0","0","4","0","29","14","8","0","5","14","40","0","0","0","17","20","0","3","15","0","0","56","29","18","6","0","13","0","0","0","0","35","0","200","32","0","105","4","5","21","0","34","0","0","20","42","0","0","18","9","3","7","0"
"Serbia","2018","0","4","12","0","84","7","6","0","0","59","8","0","0","5","107","13","3","0","0","3","0","8","8","23","5","0","6","0","0","10","4","23","0","76","8","0","11","0","4","24","0","0","3","0","3","20","0","0","14","11","0","12","0"
"Serbia and Montenegro (former)","2018","0","3","12","0","98","7","17","0","4","60","11","0","0","3","71","10","5","0","8","0","0","11","12","70","11","0","10","0","0","9","7","58","0","165","11","0","27","0","3","24","0","0","3","0","3","19","3","0","7","11","0","11","0"
"Sierra Leone","2018","0","0","13","0","53","5","5","13","8","24","36","0","0","0","6","7","3","0","0","0","0","197","50","18","22","0","10","0","0","3","0","95","0","106","23","3","75","5","5","126","0","0","5","0","8","51","0","0","150","15","0","4","0"
"Singapore","2018","0","0","3","0","92","12","9","0","0","18","0","0","0","0","9","4","0","0","0","0","0","7","17","0","5","0","0","0","0","0","3","19","0","29","5","0","0","5","5","7","0","3","0","0","4","23","3","0","11","12","0","0","0"
"Slovakia","2018","0","0","7","0","33","6","14","0","0","52","3","0","0","0","18","0","0","0","0","0","0","7","9","5","3","0","0","0","0","0","0","76","3","55","11","0","7","0","4","19","0","0","7","0","3","8","0","0","13","0","0","0","0"
"Slovenia","2018","0","0","0","0","14","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Somalia","2018","0","24","68","0","107","78","4","0","4","5","54","0","0","24","48","19","66","72","182","0","92","8","71","30","1342","0","86","0","136","8","11","0","0","93","19","44","572","0","83","26","0","0","0","17","72","122","32","13","42","183","0","88","0"
"South Africa","2018","18","4","41","12","358","60","40","0","5","307","92","0","3","7","69","20","8","16","25","7","8","33","62","36","24","10","24","6","9","16","5","79","9","123","104","5","43","19","47","59","0","6","39","5","36","178","27","7","58","56","4","12","3"
"South Sudan","2018","0","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","9","4","3","0","0","0","4","6","5","0","3","0","18","0","0","0","0","4","0","0","0","0","0","3","0","0","0","0","7","6","0","0","0","4","0","0","0"
"Soviet Union (former)","2018","8","10","28","5","398","49","29","10","8","220","33","0","0","7","95","12","10","11","10","14","4","50","126","39","36","0","20","8","13","16","19","156","6","274","39","3","43","7","33","75","0","0","9","0","19","82","5","6","69","84","0","30","0"
"Spain","2018","6","3","24","0","239","23","30","3","18","353","26","0","4","3","59","9","5","3","5","7","3","24","71","26","10","0","18","0","3","6","8","129","0","165","24","0","23","0","15","43","33","5","21","0","7","94","15","0","41","25","0","17","0"
"Sri Lanka","2018","4","0","15","3","317","14","32","0","5","65","32","0","0","3","35","14","7","15","16","3","0","69","37","27","21","0","6","0","6","14","4","110","5","234","27","0","40","6","13","44","0","4","3","0","5","104","10","0","54","23","0","10","0"
"Sudan","2018","8","25","68","0","68","33","19","0","3","44","43","0","0","10","39","26","112","22","15","6","21","34","33","40","40","0","29","0","77","4","7","30","0","117","61","13","66","6","6","57","0","0","12","13","28","138","25","0","126","42","5","16","0"
